村志代码 Gazetteer Code,村志书名 Gazetteer Title,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4
0033,见守村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0033,见守村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0033,见守村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0033,见守村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0033,见守村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0033,见守村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0033,见守村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0033,见守村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0033,见守村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0033,见守村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0033,见守村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0033,见守村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0033,见守村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0033,见守村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0033,见守村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0038,梁口村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0038,梁口村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0038,梁口村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0038,梁口村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0038,梁口村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0038,梁口村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0038,梁口村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0038,梁口村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0038,梁口村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0038,梁口村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0038,梁口村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0038,梁口村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0038,梁口村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0038,梁口村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0038,梁口村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0038,梁口村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0038,梁口村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0038,梁口村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0037,联盟村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0037,联盟村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0037,联盟村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0037,联盟村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0037,联盟村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0037,联盟村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0037,联盟村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0037,联盟村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0037,联盟村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0037,联盟村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0037,联盟村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0037,联盟村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0037,联盟村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0037,联盟村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0037,联盟村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0037,联盟村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0037,联盟村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0037,联盟村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0024,楼村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0024,楼村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0024,楼村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0024,楼村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0024,楼村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0024,楼村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0024,楼村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0024,楼村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0024,楼村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0024,楼村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0024,楼村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0024,楼村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0024,楼村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0024,楼村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0024,楼村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0024,楼村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0024,楼村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0024,楼村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0040,金家坪村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0040,金家坪村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0040,金家坪村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0040,金家坪村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0040,金家坪村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0040,金家坪村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0040,金家坪村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0040,金家坪村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0040,金家坪村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0040,金家坪村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0040,金家坪村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0040,金家坪村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0040,金家坪村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0040,金家坪村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0040,金家坪村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0040,金家坪村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0040,金家坪村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0040,金家坪村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0031,南凤山村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0031,南凤山村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0031,南凤山村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0031,南凤山村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0031,南凤山村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0031,南凤山村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0031,南凤山村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0031,南凤山村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0031,南凤山村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0031,南凤山村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0031,南凤山村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0031,南凤山村志,Yes,1974,1977,85,迁入 Migration In,,,知识青年 Educated Youth,
0031,南凤山村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0031,南凤山村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0031,南凤山村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0031,南凤山村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0031,南凤山村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0031,南凤山村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0032,井亭村志 ,No,n/a,n/a,n/a,户数 Number of Household,,,,
0032,井亭村志 ,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0032,井亭村志 ,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0032,井亭村志 ,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0032,井亭村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0032,井亭村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0032,井亭村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0032,井亭村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0032,井亭村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0032,井亭村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0032,井亭村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0032,井亭村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0032,井亭村志,Yes,1968,1977,59,迁入 Migration In,,,知识青年 Educated Youth,
0032,井亭村志,Yes,1968,1982,43,迁入 Migration In,,,知识青年 Educated Youth,
0032,井亭村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0032,井亭村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0032,井亭村志 ,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0032,井亭村志 ,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0044,大吕庄村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0044,大吕庄村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0044,大吕庄村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0044,大吕庄村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0044,大吕庄村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0044,大吕庄村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0044,大吕庄村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0044,大吕庄村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0044,大吕庄村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0044,大吕庄村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0044,大吕庄村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0044,大吕庄村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0044,大吕庄村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0044,大吕庄村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0044,大吕庄村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0044,大吕庄村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0044,大吕庄村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0044,大吕庄村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0045,定安村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0045,定安村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0045,定安村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0045,定安村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0045,定安村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0045,定安村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0045,定安村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0045,定安村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0045,定安村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0045,定安村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0045,定安村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0045,定安村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0045,定安村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0045,定安村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0045,定安村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0045,定安村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0045,定安村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0045,定安村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0042,新桥村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0042,新桥村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0042,新桥村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0042,新桥村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0042,新桥村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0042,新桥村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0042,新桥村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0042,新桥村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0042,新桥村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0042,新桥村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0042,新桥村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0042,新桥村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0042,新桥村志,Yes,1957,1977,86,迁入 Migration In,,,知识青年 Educated Youth,
0042,新桥村志,Yes,1965,2006,1747,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0042,新桥村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0042,新桥村志,Yes,1972,1981,77,迁入 Migration In,,,知识青年 Educated Youth,
0042,新桥村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0042,新桥村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0047,冯桥村志 ,No,n/a,n/a,n/a,户数 Number of Household,,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0047,冯桥村志 ,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0047,冯桥村志 ,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0047,冯桥村志 ,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0047,冯桥村志 ,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0047,冯桥村志 ,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0047,冯桥村志 ,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0047,冯桥村志 ,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0047,冯桥村志 ,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0048,小瓦窑村,No,n/a,n/a,n/a,户数 Number of Household,,,,
0048,小瓦窑村,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0048,小瓦窑村,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0048,小瓦窑村,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0048,小瓦窑村,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0048,小瓦窑村,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0048,小瓦窑村,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0048,小瓦窑村,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0048,小瓦窑村,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0048,小瓦窑村,Yes,1950,1960,35,自然增长率 Natural Population Growth Rate (‰),,,,
0048,小瓦窑村,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0048,小瓦窑村,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0048,小瓦窑村,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0048,小瓦窑村,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0048,小瓦窑村,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0048,小瓦窑村,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0048,小瓦窑村,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0048,小瓦窑村,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0049,富强村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0049,富强村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0049,富强村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0049,富强村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0049,富强村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0049,富强村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0049,富强村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0049,富强村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0049,富强村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0049,富强村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0049,富强村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0049,富强村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0049,富强村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0049,富强村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0049,富强村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0049,富强村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0049,富强村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0049,富强村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0046,方家村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0046,方家村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0046,方家村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0046,方家村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0046,方家村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0046,方家村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0046,方家村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0046,方家村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0046,方家村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0046,方家村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0046,方家村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0046,方家村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0046,方家村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0046,方家村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0046,方家村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0046,方家村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0046,方家村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0046,方家村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0050,音西村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0050,音西村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0050,音西村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0050,音西村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0050,音西村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0050,音西村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0050,音西村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0050,音西村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0050,音西村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0050,音西村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0050,音西村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0050,音西村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0050,音西村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0050,音西村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0050,音西村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0050,音西村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0050,音西村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0050,音西村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0041,博潭村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0041,博潭村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0041,博潭村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0041,博潭村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0041,博潭村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0041,博潭村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0041,博潭村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0041,博潭村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0041,博潭村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0041,博潭村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0041,博潭村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0041,博潭村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0041,博潭村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0041,博潭村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0041,博潭村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0041,博潭村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0041,博潭村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0041,博潭村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0053,牟家村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0053,牟家村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0053,牟家村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0053,牟家村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0053,牟家村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0053,牟家村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0053,牟家村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0053,牟家村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0053,牟家村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0053,牟家村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0053,牟家村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0053,牟家村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0053,牟家村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0053,牟家村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0053,牟家村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0053,牟家村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0053,牟家村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0053,牟家村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0054,西官庄村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0054,西官庄村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0054,西官庄村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
