村志代码 Gazetteer Code,村志书名 Gazetteer Title,old_Category,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4,Subdivision
0043,草厂村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0043,草厂村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0043,草厂村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0043,草厂村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0043,草厂村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0043,草厂村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0043,草厂村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0043,草厂村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0058,袁家沟村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0058,袁家沟村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0058,袁家沟村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0058,袁家沟村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0058,袁家沟村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0058,袁家沟村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0058,袁家沟村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0058,袁家沟村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0058,袁家沟村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0058,袁家沟村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0058,袁家沟村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0058,袁家沟村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0058,袁家沟村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0058,袁家沟村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0058,袁家沟村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0058,袁家沟村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0058,袁家沟村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0058,袁家沟村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0058,袁家沟村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0058,袁家沟村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0058,袁家沟村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0058,袁家沟村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0058,袁家沟村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0058,袁家沟村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0063,盘山村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0063,盘山村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0063,盘山村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0063,盘山村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0063,盘山村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0063,盘山村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0063,盘山村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0063,盘山村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0063,盘山村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0063,盘山村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0063,盘山村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0063,盘山村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0063,盘山村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0063,盘山村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0063,盘山村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0063,盘山村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0063,盘山村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0063,盘山村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0063,盘山村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0063,盘山村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0063,盘山村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0063,盘山村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0063,盘山村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0063,盘山村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0064,三路居村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0064,三路居村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0064,三路居村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0064,三路居村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0064,三路居村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0064,三路居村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0064,三路居村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0064,三路居村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0064,三路居村志,自然增长率 Natural Population Growth Rate (‰),Yes,1950,1969,35,自然增长率 Natural Population Growth Rate (‰),,,,,
0064,三路居村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0064,三路居村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0064,三路居村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0064,三路居村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0064,三路居村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0064,三路居村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0064,三路居村志,流动人口/暂住人口 Migratory/Temporary Population,Yes,1949,2008,6000,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0064,三路居村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0064,三路居村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0064,三路居村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0064,三路居村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0064,三路居村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0064,三路居村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0064,三路居村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0064,三路居村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0059,云水村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0059,云水村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0059,云水村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0059,云水村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0059,云水村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0059,云水村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0059,云水村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0059,云水村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0059,云水村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0059,云水村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0059,云水村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0059,云水村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0059,云水村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0059,云水村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0059,云水村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0059,云水村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0059,云水村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0059,云水村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0059,云水村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0059,云水村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0059,云水村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0059,云水村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0059,云水村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0059,云水村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0060,平地村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0060,平地村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0060,平地村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0060,平地村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0060,平地村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0060,平地村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0060,平地村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0060,平地村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0060,平地村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0060,平地村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0060,平地村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0060,平地村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0060,平地村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0060,平地村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0060,平地村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0060,平地村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0060,平地村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0060,平地村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0060,平地村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0060,平地村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0060,平地村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0060,平地村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0060,平地村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0060,平地村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0061,西高庄村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0061,西高庄村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0061,西高庄村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0061,西高庄村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0061,西高庄村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0061,西高庄村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0061,西高庄村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0061,西高庄村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0061,西高庄村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0061,西高庄村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0061,西高庄村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0061,西高庄村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0061,西高庄村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0061,西高庄村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0061,西高庄村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0061,西高庄村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0061,西高庄村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0061,西高庄村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0061,西高庄村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0061,西高庄村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0061,西高庄村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0061,西高庄村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0061,西高庄村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0061,西高庄村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0066,四马台村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0066,四马台村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0066,四马台村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0066,四马台村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0066,四马台村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0066,四马台村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0066,四马台村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0066,四马台村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0066,四马台村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0066,四马台村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0066,四马台村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0066,四马台村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0066,四马台村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0066,四马台村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0066,四马台村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),Yes,1955,1975,140,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0066,四马台村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0066,四马台村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0066,四马台村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0066,四马台村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0066,四马台村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0066,四马台村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0066,四马台村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0066,四马台村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0066,四马台村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0062,新华村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0062,新华村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0062,新华村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0062,新华村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0062,新华村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0062,新华村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0062,新华村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0062,新华村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0062,新华村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0062,新华村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0062,新华村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0062,新华村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0062,新华村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0062,新华村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0062,新华村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0062,新华村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0062,新华村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0062,新华村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0062,新华村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0062,新华村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0062,新华村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0062,新华村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0062,新华村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0062,新华村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0067,西洞头村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0067,西洞头村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0067,西洞头村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0067,西洞头村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0067,西洞头村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0067,西洞头村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0067,西洞头村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0067,西洞头村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0067,西洞头村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
